SampleFk,TripID,StationID,CollectionDateTime,Depth_m,Division,GenusSpecies,Abundance,BioVolume_µm3_L,Flag,Notes
37773,LP140801,LPSJR431,8/2/2014 16:30,1,Chlorophyta,Elakatothrix gelatinosa,4860,244000,,
37773,LP140801,LPSJR431,8/2/2014 16:30,1,Chrysophyta,Mallomonas sp.,100,43600,,
37773,LP140801,LPSJR431,8/2/2014 16:30,1,Chlorophyta,Mougeotia sp.,650,645000,,
37773,LP140801,LPSJR431,8/2/2014 16:30,1,Pyrrophyta,Peridinium spp.,1820,6070000,,
37773,LP140801,LPSJR431,8/2/2014 16:30,1,Cryptophyta,Rhodomonas sp.,53500,1790000,,
37773,LP140801,LPSJR431,8/2/2014 16:30,1,Chlorophyta,Scenedesmus falcatus,19400,1010000,,
37773,LP140801,LPSJR431,8/2/2014 16:30,1,Chlorophyta,Sphaerocystis schroeteri,72900,2440000,,
37773,LP140801,LPSJR431,8/2/2014 16:30,1,Bacillariophyta,Synedra delicatissima var. angustissima,50,71200,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Bacillariophyta,Achnanthidium sp.,908,39900,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Cyanobacteria,Aphanothece sp.,2350000,2460000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chlorophyta,Botryococcus braunii,70200,1650000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Bacillariophyta,Brachysira sp.,16700,3350000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Pyrrophyta,Ceratium hirundinella,100,4630000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chlorophyta,cf. Dictyosphaerium sp.,20000,471000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chlorophyta,cf. Mougeotia sp.,300,33900,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chrysophyta,cf. Ochromonas sp.,26700,1750000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chlorophyta,cf. Stichococcus bacillaris,2300,38500,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chlorophyta,Chlamydomonas globosa,3340,131000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chlorophyta,Chlamydomonas sp.,20100,189000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chlorophyta,Chlorella sp.,742000,3110000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Cyanobacteria,Chroococcus microscopicus,170000,89200,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Cyanobacteria,Chroococcus minimus,124000,521000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Cyanobacteria,Chroococcus sp.,36800,4160000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chlorophyta,Cosmarium sp.,3340,14200000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chlorophyta,Crucigeniella sp.,5400,64800,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Cryptophyta,Cryptomonas erosa,13400,17800000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Bacillariophyta,Cyclotella bodanica var. lemanica,50,773000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Bacillariophyta,Cymbella affinis,908,499000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Bacillariophyta,Diatoma moniliformis,50,7070,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Bacillariophyta,Diatoma vulgare,50,92900,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Bacillariophyta,Encyonopsis sp.,50,1400,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Bacillariophyta,Fragilaria crotonensis,3340,588000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chrysophyta,Mallomonas sp.,200,2060000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chlorophyta,Pediastrum sp.,50,90500,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Pyrrophyta,Peridinium sp.,3340,13100000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Cryptophyta,Rhodomonas sp.,83600,15400000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Chlorophyta,Sphaerocystis cf. schroeteri,53500,6050000,,
37772,LP140801,LPSJR193,8/2/2014 14:20,1,Cyanobacteria,Woronichinia karelica,130000,819000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Bacillariophyta,Achnanthidium catenatum,53300,5270000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Cyanobacteria,Aphanocapsa sp.,8840000,4630000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Bacillariophyta,Brachysira microcephala,28500,6380000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Pyrrophyta,Ceratium furca,7260,75100000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Cyanobacteria,cf. Synechococcus sp.,13900000,58100000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Chlorophyta,Chlamydomonas globosa,314000,35500000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Chlorophyta,Chlorella spp.,1.30E+07,1.83E+08,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Cyanobacteria,Chroococcus limneticus,456000,1.22E+08,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Cyanobacteria,Chroococcus microscopicus,12800000,6690000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Cryptophyta,Cryptomonas erosa,7260,3890000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Bacillariophyta,Cyclotella bodanica var. lemanica,28500,2.07E+08,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Bacillariophyta,Cyclotella sp.,2.00E+05,33900000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Bacillariophyta,Fragilaria crotonensis,114000,2.08E+08,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Pyrrophyta,Gymnodinium sp.,28500,82800000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Chrysophyta,Mallomonas sp.,85600,86700000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Cyanobacteria,Merismopedia sp.,2130,57600,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Chlorophyta,Oocystis sp.,29100,1950000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Cyanobacteria,Pseudanabaena sp.,1400000,49400000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Cryptophyta,Rhodomonas sp.,285000,24200000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Chlorophyta,Scenedesmus sp.,38700,1100000,,
37771,LP140801,LPCR0905,8/2/2014 10:40,1,Bacillariophyta,Synedra tenera,57000,27800000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Bacillariophyta,Brachysira sp.,125000,35300000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Cyanobacteria,cf. Aphanocapsa sp.,6680000,3500000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Cyanobacteria,cf. Aphanothece sp.,327000,513000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Chrysophyta,cf. Ochromonas sp.,137000,15500000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Chlorophyta,cf. Stichococcus bacillaris,3630,68500,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Chlorophyta,Chlorella sp.,1080000,15300000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Cyanobacteria,Chroococcus minimus,272000,1140000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Cyanobacteria,Chroococcus sp.,19100,1250000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Cryptophyta,Cryptomonas sp.,23800,21200000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Bacillariophyta,Cyclotella bodanica,100,588000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Bacillariophyta,Cyclotella sp.,1820,205000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Cyanobacteria,Gomphosphaeria cf. aponina,19100,449000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Pyrrophyta,Gymnodinium sp.,2720,5150000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Chrysophyta,Mallomonas sp.,50,60200,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Cryptophyta,Rhodomonas sp.,71300,13100000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Chlorophyta,Sphaerocystis planctonica,21200,1380000,,
37770,LP140801,LPCR0453,8/2/2014 7:00,1,Cyanobacteria,Woronichinia karelica,2450,15400,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Cyanobacteria,Anabaena sp.,20900,492000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Bacillariophyta,Aneumastus sp.,25,71200,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Cyanobacteria,Aphanizomenon sp.,750,15900,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Chlorophyta,Botryococcus braunii,375,8840,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Bacillariophyta,Brachysira sp.,882000,1.97E+08,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Bacillariophyta,Caloneis ventricosa,25,12400,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Pyrrophyta,Ceratium hirundinella,908,28500000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Pyrrophyta,cf. Gymnodinium sp.,26700,3.33E+08,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Chrysophyta,cf. Ochromonas sp.,74900,8470000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Chlorophyta,cf. Oocystis sp.,825,23300,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Chlorophyta,cf. Stichococcus bacillaris,15900,166000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Chlorophyta,Chlamydomonas globosa,48100,1890000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Chlorophyta,Chlorella spp.,1920000,27100000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Cyanobacteria,Chroococcus microscopicus,2900000,1520000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Cyanobacteria,Chroococcus minimus,1170000,4880000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Cyanobacteria,Chroococcus sp.,380000,5370000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Chlorophyta,Cosmarium sp.,25,102000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Cryptophyta,Cryptomonas erosa,5350,9940000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Bacillariophyta,Cyclotella bodanica var. lemanica,454,4930000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Bacillariophyta,Cyclotella sp.,10700,1050000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Bacillariophyta,Cymbella affinis,75,28000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Bacillariophyta,Hantzschia amphioxys,25,18000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Chrysophyta,Mallomonas sp.,100,195000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Bacillariophyta,Mastogloia sp.,454,726000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Bacillariophyta,Navicula viridula var. rostellata,25,20100,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Bacillariophyta,Nitzschia sp.,25,4650,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Pyrrophyta,Peridinium sp.,16000,85500000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Cyanobacteria,Pseudanabaena sp.,3180,30000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Cryptophyta,Rhodomonas sp.,107000,4.20E+07,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Chlorophyta,Sphaerocystis schroeteri,14500,1640000,,
37768,LP140801,LPCR0024,8/1/2014 16:15,1,Cyanobacteria,Woronichinia karelica,5550,34900,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Cyanobacteria,Aphanizomenon sp.,234000,6900000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Cyanobacteria,Aphanocapsa spp.,52600000,3440000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Cyanobacteria,Aphanothece sp.,1930000,378000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Bacillariophyta,Brachysira vitrea,802000,1.51E+08,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Pyrrophyta,Ceratium hirundinella,100,3080000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Chlorophyta,cf. Geminella sp.,35600,597000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Cyanobacteria,cf. Pannus sp.,11200000,19700000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Chlorophyta,Chlamydomonas globosa,17800,933000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Chlorophyta,Chlorella spp.,499000,7060000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Chlorophyta,Chlorella vulgaris,2550000,1.67E+08,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Cyanobacteria,Chroococcus minutus,1680000,1.10E+08,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Cryptophyta,Cryptomonas ovata,17800,37900000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Bacillariophyta,Cyclotella bodanica,3630,12600000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Chlorophyta,Dictyosphaerium pulchellum,29100,1900000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Cyanobacteria,Gomphosphaeria sp.,250000,19600000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Chrysophyta,Mallomonas sp.,200,241000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Cryptophyta,Rhodomonas sp.,232000,7770000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Chlorophyta,Sphaerocystis schroeteri,125000,4200000,,
37769,LP140801,LPCR0024,8/1/2014 16:15,9,Cyanobacteria,Woronichinia naegeliana,111000,696000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Bacillariophyta,Achnanthes sp.,214,111000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Bacillariophyta,Caloneis bacillum,428,161000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Cyanobacteria,cf. Aphanizomenon sp.,19300,472000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Chlorophyta,Chlamydomonas globosa,214,43000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Chlorophyta,Chlorella spp.,7700,109000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Cyanobacteria,Chroococcus minutus,18200,1190000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Cryptophyta,Cryptomonas ovata,856,1300000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Bacillariophyta,Cyclotella bodanica,856,6880000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Chlorophyta,Dictyosphaerium pulchellum,9840,644000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Bacillariophyta,Eucocconeis flexella,428,384000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Bacillariophyta,Fragilaria crotonensis,428,383000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Bacillariophyta,Geissleria decussis,1070,484000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Cyanobacteria,Gomphosphaeria sp.,6630,278000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Bacillariophyta,Mastogloia sp.,20,17400,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Bacillariophyta,Nitzschia linearis,428,1160000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Bacillariophyta,Nitzschia spp.,856,137000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Cryptophyta,Rhodomonas sp.,2990,1.00E+05,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Bacillariophyta,Tabellaria flocculosa,856,579000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Euglenophyta,Trachelomonas sp.,1280,198000,,
37767,LP140801,LPCRDT05,7/31/2014 14:30,30.645,Cyanobacteria,Woronichinia sp.,34000,214000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Achnanthidium minutissimum,5350,529000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Cyanobacteria,Aphanocapsa sp.,77200,323000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Brachysira microcephala,908,203000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Chlorophyta,Chlamydomonas globosa,5350,504000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Chlorophyta,Chlorella spp.,198000,2800000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Cyanobacteria,Chroococcus limneticus,7260,1950000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Cyanobacteria,Chroococcus microscopicus,856000,448000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Cocconeis placentula,16000,53900000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Cryptophyta,Cryptomonas erosa,26700,17900000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Cyclotella bodanica var. lemanica,26700,2.24E+08,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Cyclotella ocellata,908,365000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Cymbella sp.,908,1100000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Diatoma moniliformis,123000,53600000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Diatoma vulgare,21400,34800000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Fragilaria crotonensis,1820,3670000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Gomphonema sp.,10700,1360000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Pyrrophyta,Gymnodinium sp.,50,324000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Navicula sp.,908,188000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Nitzschia sp.,5350,1420000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Planothidium lanceolatum,50,16500,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Cryptophyta,Rhodomonas sp.,58800,4990000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Rhoicosphenia curvata,10700,3430000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Chlorophyta,Spirogyra sp.,350,21200000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Staurosirella leptostauron,50,75000,,
37766,LP140801,LPCR-249,7/31/2014 9:40,0,Bacillariophyta,Synedra ulna,21400,5.90E+07,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Cyanobacteria,Aphanocapsa sp.,6620000,3470000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Bacillariophyta,Brachysira microcephala,21400,4540000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Cyanobacteria,cf. Chroococcus microscopicus,3530000,1850000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Chrysophyta,cf. Ochromonas sp.,32100,16800000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Cyanobacteria,cf. Synechococcus sp.,1100000,4610000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Chlorophyta,Chlamydomonas globosa,32100,3630000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Chlorophyta,Chlorella spp.,1250000,17700000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Cyanobacteria,Chroococcus limneticus,492000,1.32E+08,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Chlorophyta,Cosmarium sp.,50,108000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Cryptophyta,Cryptomonas erosa,21400,12900000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Bacillariophyta,Cyclotella bodanica var. lemanica,21400,1.56E+08,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Bacillariophyta,Cyclotella sp.,908,154000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Bacillariophyta,Fragilaria crotonensis,908,1590000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Pyrrophyta,Gymnodinium sp.,1820,816000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Chrysophyta,Mallomonas sp.,50,75200,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Bacillariophyta,Planothidium lanceolatum,908,485000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Cryptophyta,Rhodomonas sp.,278000,23600000,,
37764,LP140715,LPCR0024,7/15/2014 14:20,1,Cyanobacteria,Woronichinia sp.,1410000,33300000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Cyanobacteria,Aphanizomenon sp.,340,12000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Cyanobacteria,Aphanocapsa spp.,45100000,23600000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Cyanobacteria,Aphanothece clathrata,2.20E+07,28800000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Bacillariophyta,Asterionella formosa,42800,23300000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Pyrrophyta,Ceratium hirundinella,50,2960000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Chlorophyta,cf. Dictyosphaerium sp.,128000,2420000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Chrysophyta,cf. Ochromonas sp.,32100,3630000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Chlorophyta,cf. Stichococcus bacillaris,160000,4540000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Chlorophyta,Chlamydomonas spp.,107000,42500000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Chlorophyta,Chlorella cf. saccharophila var. ellipsoidea,802000,52500000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Chlorophyta,Chlorella spp.,727000,10300000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Cyanobacteria,Chroococcus limneticus,4050,1090000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Cyanobacteria,Chroococcus minimus,1590000,6670000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Cyanobacteria,Chroococcus spp.,1180000,39400000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Chlorophyta,Crucigenia sp.,14500,523000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Cryptophyta,Cryptomonas ovata,9080,19300000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Bacillariophyta,Cyclotella bodanica var. lemanica,21400,1.36E+08,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Bacillariophyta,Denticula tenuis,908,372000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Bacillariophyta,Fragilaria crotonensis,1050,1330000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Bacillariophyta,Fragilaria sp.,450,133000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Chrysophyta,Mallomonas sp.,10700,16300000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Bacillariophyta,Mastogloia sp.,10700,1.60E+07,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Chlorophyta,Quadrigula lacustris,3630,513000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Cryptophyta,Rhodomonas sp.,417000,76900000,,
37765,LP140715,LPCR0024,7/15/2014 14:20,10,Cyanobacteria,Woronichinia karelica,548000,3440000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Achnanthidium sp.,1380,137000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Asterionella formosa,1380,991000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Chlorophyta,Botryococcus braunii,960,22600,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Cyanobacteria,cf. Aphanizomenon sp.,1020,43300,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Chlorophyta,cf. Coelastrum sp.,6210,87800,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Chrysophyta,cf. Ochromonas sp.,4830,316000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Cyanobacteria,cf. Pseudanabaena sp.,162000,1530000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Chlorophyta,Chlorella spp.,103000,431000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Cyanobacteria,Chroococcus microscopicus,130000,67900,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Cyanobacteria,Chroococcus minimus,25800,108000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Cyanobacteria,Chroococcus sp.,7260,103000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Cocconeis placentula,60,19600,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Cryptophyta,Cryptomonas erosa,3450,3430000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Cryptophyta,Cryptomonas ovata,100,310000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Cyclotella bodanica var. lemanica,8970,1.72E+08,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Cyclotella cf. ocellata,2070,203000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Cymbella affinis,363,136000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Diatoma moniliformis,363,72700,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Encyonema caespitosum,690,342000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Epithemia sp.,20,22700,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Fragilaria crotonensis,4140,4970000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Gomphonema sp.,20,862,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Pyrrophyta,Gyrodinium fusiforme,100,383000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Hippodonta capitata,363,68500,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Navicula capitatoradiata,690,283000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Navicula cari,20,49500,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Navicula cryptocephala,690,195000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Navicula radiosa,40,240000,,
37763,LP140715,LPCRDT05,7/15/2014 10:45,30.645,Bacillariophyta,Nitzschia sinuata var. tabellaria,20,6080,,
