SampleFk,TripID,StationID,CollectionDateTime,MinDepth_m,MaxDepth_m,Division,GenusSpecies,Abundance,BioMass,Notes,Flag
38943,LP191107,LPCR-249,11/6/2019 12:30,0,30,Cladocera,Daphnia pulex,0.01,0.17,High detritus. Low abundance. Unable to make tally.,
38943,LP191107,LPCR-249,11/6/2019 12:30,0,30,Cladocera,Daphnia spp.,0.01,0.06,High detritus. Low abundance. Unable to make tally.,
38943,LP191107,LPCR-249,11/6/2019 12:30,0,30,Copepoda,Diacyclops thomasi,0.01,0.01,High detritus. Low abundance. Unable to make tally.,
38943,LP191107,LPCR-249,11/6/2019 12:30,0,30,Copepoda,Harpacticoida sp.,0.03,0,High detritus. Low abundance. Unable to make tally.,
38943,LP191107,LPCR-249,11/6/2019 12:30,0,30,Rotifera,Lepadella acuminata,0.01,0,High detritus. Low abundance. Unable to make tally.,
38943,LP191107,LPCR-249,11/6/2019 12:30,0,30,Copepoda,Leptodiaptomus ashlandi,0.08,0.14,High detritus. Low abundance. Unable to make tally.,
38943,LP191107,LPCR-249,11/6/2019 12:30,0,30,Copepoda,Mesocyclops edax,0.01,0.04,High detritus. Low abundance. Unable to make tally.,
38943,LP191107,LPCR-249,11/6/2019 12:30,0,30,Rotifera,Monostyla closterocerca,0.01,0,High detritus. Low abundance. Unable to make tally.,
38943,LP191107,LPCR-249,11/6/2019 12:30,0,30,Copepoda,nauplii larvae,0.39,0.03,High detritus. Low abundance. Unable to make tally.,
38943,LP191107,LPCR-249,11/6/2019 12:30,0,30,Bivalvia,Quagga veliger,0.06,0,High detritus. Low abundance. Unable to make tally.,
38943,LP191107,LPCR-249,11/6/2019 12:30,0,30,Copepoda,Skistodiaptomus pallidus,0.02,0.08,High detritus. Low abundance. Unable to make tally.,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Rotifera,Ascomorpha ecaudis,0.07,0,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Copepoda,Calanoid copepodid,0.62,0.95,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Rotifera,Collotheca spp.,0.03,0,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Copepoda,Cyclopoid copepodid,0.8,0.37,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Cladocera,Daphnia pulex,0.45,30.96,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Copepoda,Diacyclops thomasi,0.07,0.1,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Cladocera,Diaphanosoma brachyurum,0.03,0.03,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Rotifera,Lecane flexilis,0.03,0,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Copepoda,Leptodiaptomus ashlandi,0.49,0.89,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Copepoda,Leptodiaptomus siciloides,0.07,0.17,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Copepoda,Mesocyclops edax,0.07,0.12,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Copepoda,nauplii larvae,2.33,0.12,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Rotifera,Polyarthra vulgaris,0.1,0,,
38942,LP191107,LPCRDT04,11/6/2019 9:30,43.486,43.486,Bivalvia,Quagga veliger,3.19,0.07,,
38940,LP191008,LPCR0024,10/8/2019 10:00,0,30,Copepoda,Aglaodiaptomus clavipes,0.23,4.34,,
38940,LP191008,LPCR0024,10/8/2019 10:00,0,30,Copepoda,Calanoid copepodid,2.14,4.31,,
38940,LP191008,LPCR0024,10/8/2019 10:00,0,30,Copepoda,Cyclopoid copepodid,0.9,1.95,,
38940,LP191008,LPCR0024,10/8/2019 10:00,0,30,Cladocera,Daphnia galeata,0.23,0.62,,
38940,LP191008,LPCR0024,10/8/2019 10:00,0,30,Cladocera,Daphnia pulex,0.73,10.22,,
38940,LP191008,LPCR0024,10/8/2019 10:00,0,30,Copepoda,Diacyclops thomasi,0.11,0.12,,
38940,LP191008,LPCR0024,10/8/2019 10:00,0,30,Cladocera,Diaphanosoma brachyurum,0.11,0.53,,
38940,LP191008,LPCR0024,10/8/2019 10:00,0,30,Copepoda,Leptodiaptomus ashlandi,1.01,1.73,,
38940,LP191008,LPCR0024,10/8/2019 10:00,0,30,Copepoda,Mesocyclops edax,0.23,0.52,,
38940,LP191008,LPCR0024,10/8/2019 10:00,0,30,Bivalvia,Quagga veliger,1.47,0.02,,
38940,LP191008,LPCR0024,10/8/2019 10:00,0,30,Copepoda,Skistodiaptomus pallidus,0.11,0.47,,
38941,LP191008,LPCR0024,10/8/2019 10:00,30,60,Cladocera,Bosmina longirostris,0,0,Specimens degraded. Low abundance. Unable to make tally.,D
38941,LP191008,LPCR0024,10/8/2019 10:00,30,60,Copepoda,Calanoid copepodid,0.01,0.03,Specimens degraded. Low abundance. Unable to make tally.,D
38941,LP191008,LPCR0024,10/8/2019 10:00,30,60,Copepoda,Cyclopoid copepodid,0.04,0.01,Specimens degraded. Low abundance. Unable to make tally.,D
38941,LP191008,LPCR0024,10/8/2019 10:00,30,60,Cladocera,Daphnia galeata,0,0.02,Specimens degraded. Low abundance. Unable to make tally.,D
38941,LP191008,LPCR0024,10/8/2019 10:00,30,60,Copepoda,Diacyclops thomasi,0.01,0.02,Specimens degraded. Low abundance. Unable to make tally.,D
38941,LP191008,LPCR0024,10/8/2019 10:00,30,60,Copepoda,Leptodiaptomus ashlandi,0.02,0.03,Specimens degraded. Low abundance. Unable to make tally.,D
38941,LP191008,LPCR0024,10/8/2019 10:00,30,60,Copepoda,Leptodiaptomus siciloides,0,0.01,Specimens degraded. Low abundance. Unable to make tally.,D
38941,LP191008,LPCR0024,10/8/2019 10:00,30,60,Copepoda,Mesocyclops edax,0.01,0.02,Specimens degraded. Low abundance. Unable to make tally.,D
38941,LP191008,LPCR0024,10/8/2019 10:00,30,60,Copepoda,nauplii larvae,0.21,0.01,Specimens degraded. Low abundance. Unable to make tally.,D
38941,LP191008,LPCR0024,10/8/2019 10:00,30,60,Bivalvia,Quagga veliger,0.07,0,Specimens degraded. Low abundance. Unable to make tally.,D
38941,LP191008,LPCR0024,10/8/2019 10:00,30,60,Rotifera,Synchaeta spp.,0.01,0,Specimens degraded. Low abundance. Unable to make tally.,D
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Copepoda,Aglaodiaptomus clavipes,0.02,0.42,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Rotifera,Bdelloidea sp.,0.1,0,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Copepoda,Calanoid copepodid,0.05,0.05,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Rotifera,Cephalodella spp.,0.01,0,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Copepoda,Cyclopoid copepodid,0.06,0.06,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Copepoda,Diacyclops thomasi,0.08,0.12,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Rotifera,Euchlanis spp.,0.05,0,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Copepoda,Harpacticoida sp.,0.13,0.02,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Rotifera,Lepadella patella,0.19,0,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Copepoda,Leptodiaptomus ashlandi,0.08,0.11,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Copepoda,Leptodiaptomus siciloides,0.01,0.02,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Rotifera,Monostyla closterocerca,0.03,0,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Copepoda,nauplii larvae,1,0.03,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Rotifera,Proales spp.,0.03,0,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Bivalvia,Quagga veliger,0.11,0,High algae and detritus.,
38939,LP191008,LPCR-249,10/7/2019 12:45,0,30,Rotifera,Trichotria pocillum,0.03,0,High algae and detritus.,
38938,LP191008,LPCRDT04,10/7/2019 9:30,44.135,44.135,Copepoda,Aglaodiaptomus clavipes,0.07,1.27,,
38938,LP191008,LPCRDT04,10/7/2019 9:30,44.135,44.135,Copepoda,Calanoid copepodid,0.14,0.24,,
38938,LP191008,LPCRDT04,10/7/2019 9:30,44.135,44.135,Rotifera,Collotheca spp.,0.01,0,,
38938,LP191008,LPCRDT04,10/7/2019 9:30,44.135,44.135,Copepoda,Cyclopoid copepodid,0.16,0.23,,
38938,LP191008,LPCRDT04,10/7/2019 9:30,44.135,44.135,Cladocera,Daphnia pulex,0.13,7.84,,
38938,LP191008,LPCRDT04,10/7/2019 9:30,44.135,44.135,Copepoda,Diacyclops thomasi,0.05,0.09,,
38938,LP191008,LPCRDT04,10/7/2019 9:30,44.135,44.135,Cladocera,Diaphanosoma brachyurum,0.01,0,,
38938,LP191008,LPCRDT04,10/7/2019 9:30,44.135,44.135,Copepoda,Leptodiaptomus ashlandi,0.14,0.23,,
38938,LP191008,LPCRDT04,10/7/2019 9:30,44.135,44.135,Copepoda,nauplii larvae,1.29,0.07,,
38938,LP191008,LPCRDT04,10/7/2019 9:30,44.135,44.135,Bivalvia,Quagga veliger,0.86,0.03,,
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Copepoda,Aglaodiaptomus clavipes,0.05,1.25,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Rotifera,Bdelloidea sp.,0.14,0.01,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Copepoda,Calanoid copepodid,0.19,0.5,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Rotifera,Cephalodella spp.,0.03,0,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Copepoda,Cyclopoid copepodid,0.05,0.13,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Copepoda,Diacyclops thomasi,0.05,0.09,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Rotifera,Euchlanis spp.,0.03,0,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Copepoda,Harpacticoida sp.,0.14,0.01,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Rotifera,Lecane spp.,0.03,0,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Rotifera,Lepadella acuminata,0.05,0,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Rotifera,Lepadella patella,0.05,0,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Copepoda,Leptodiaptomus ashlandi,0.11,0.17,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Copepoda,Mesocyclops edax,0.03,0.04,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Rotifera,Monostyla spp.,0.03,0,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Copepoda,nauplii larvae,0.76,0.03,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Bivalvia,Quagga veliger,0.08,0,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38937,LP190910,LPCR-249,9/13/2019 18:30,0,30,Rotifera,Trichotria pocillum,0.03,0,"High algae, detritus, and silt. Low abundance. Unable to make tally.",
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Copepoda,Aglaodiaptomus clavipes,0.05,0.79,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Cladocera,Bosmina longirostris,0.26,0.08,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Copepoda,Calanoid copepodid,1.39,1.8,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Rotifera,Collotheca spp.,0.1,0,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Copepoda,Cyclopoid copepodid,0.51,0.03,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Cladocera,Daphnia galeata,0.41,5.67,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Cladocera,Daphnia pulex,0.05,1.15,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Cladocera,Daphnia spp.,0.1,0.54,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Cladocera,Diaphanosoma brachyurum,1.44,2.04,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Copepoda,Leptodiaptomus ashlandi,0.1,0.41,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Copepoda,Leptodiaptomus siciloides,0.46,1.17,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Copepoda,Mesocyclops edax,0.1,0.91,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Copepoda,nauplii larvae,5.1,0.37,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Rotifera,Polyarthra major,0.1,0.01,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Rotifera,Polyarthra vulgaris,0.21,0.01,High algae.,
38936,LP190910,LPESC119,9/13/2019 8:45,0,30,Bivalvia,Quagga veliger,0.77,0.01,High algae.,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Rotifera,Asplanchna spp.,0.11,0.06,,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Cladocera,Bosmina longirostris,4.49,3.47,,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Copepoda,Calanoid copepodid,0.45,0.66,,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Rotifera,Collotheca spp.,1.35,0.01,,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Rotifera,Conochilus unicornis,0.11,0,,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Copepoda,Cyclopoid copepodid,6.06,7.26,,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Cladocera,Daphnia retrocurva,0.9,3.64,,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Cladocera,Diaphanosoma brachyurum,0.34,0.23,,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Copepoda,Mesocyclops edax,2.69,23.18,,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Copepoda,nauplii larvae,15.26,0.96,,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Rotifera,Polyarthra vulgaris,4.26,0.13,,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Bivalvia,Quagga veliger,0.56,0,,
38935,LP190910,LPCR2085,9/11/2019 17:45,0,30,Copepoda,Tropocyclops prasinus,0.56,0.41,,
38934,LP190910,LPCR1679,9/11/2019 14:00,0,30,Copepoda,Aglaodiaptomus clavipes,0.14,2.72,,
38934,LP190910,LPCR1679,9/11/2019 14:00,0,30,Cladocera,Bosmina longirostris,0.71,0.38,,
38934,LP190910,LPCR1679,9/11/2019 14:00,0,30,Copepoda,Calanoid copepodid,1.13,1.07,,
38934,LP190910,LPCR1679,9/11/2019 14:00,0,30,Rotifera,Conochilus unicornis,9.62,0.06,,
38934,LP190910,LPCR1679,9/11/2019 14:00,0,30,Copepoda,Cyclopoid copepodid,5.23,3.07,,
38934,LP190910,LPCR1679,9/11/2019 14:00,0,30,Cladocera,Daphnia lumholtzi,0.14,0.37,,
38934,LP190910,LPCR1679,9/11/2019 14:00,0,30,Rotifera,Keratella cochlearis,0.14,0,,
38934,LP190910,LPCR1679,9/11/2019 14:00,0,30,Copepoda,Mesocyclops edax,0.71,1.33,,
38934,LP190910,LPCR1679,9/11/2019 14:00,0,30,Copepoda,nauplii larvae,15.13,1.3,,
38934,LP190910,LPCR1679,9/11/2019 14:00,0,30,Rotifera,Polyarthra vulgaris,2.4,0.07,,
38934,LP190910,LPCR1679,9/11/2019 14:00,0,30,Copepoda,Tropocyclops prasinus,2.12,1.86,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Rotifera,Ascomorpha ecaudis,0.79,0.01,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Cladocera,Bosmina longirostris,1.35,0.74,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Copepoda,Calanoid copepodid,1.23,1.05,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Rotifera,Collotheca spp.,0.11,0,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Rotifera,Conochilus unicornis,3.14,0.01,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Copepoda,Cyclopoid copepodid,4.26,6.58,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Cladocera,Daphnia galeata,0.34,2.47,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Cladocera,Daphnia lumholtzi,0.45,3.57,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Cladocera,Daphnia retrocurva,1.12,5.96,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Cladocera,Diaphanosoma brachyurum,0.34,0.6,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Copepoda,Leptodiaptomus siciloides,0.34,0.94,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Copepoda,Mesocyclops edax,0.22,1.48,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Copepoda,nauplii larvae,14.14,1,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Rotifera,Polyarthra vulgaris,2.81,0.06,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Bivalvia,Quagga veliger,0.34,0,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Copepoda,Skistodiaptomus pallidus,0.11,0.54,,
38933,LP190910,LPCR1169,9/11/2019 10:15,0,30,Copepoda,Tropocyclops prasinus,1.91,1.48,,
38932,LP190910,LPSJR431,9/10/2019 18:15,0,25,Cladocera,Bosmina longirostris,0.19,0.09,,
38932,LP190910,LPSJR431,9/10/2019 18:15,0,25,Rotifera,Collotheca spp.,0.28,0.01,,
38932,LP190910,LPSJR431,9/10/2019 18:15,0,25,Copepoda,Cyclopoid copepodid,4.52,6.77,,
38932,LP190910,LPSJR431,9/10/2019 18:15,0,25,Cladocera,Daphnia galeata,0.28,1.63,,
38932,LP190910,LPSJR431,9/10/2019 18:15,0,25,Cladocera,Diaphanosoma brachyurum,0.19,0.17,,
38932,LP190910,LPSJR431,9/10/2019 18:15,0,25,Copepoda,Mesocyclops edax,0.75,10.13,,
38932,LP190910,LPSJR431,9/10/2019 18:15,0,25,Copepoda,nauplii larvae,9.69,0.74,,
38932,LP190910,LPSJR431,9/10/2019 18:15,0,25,Rotifera,Polyarthra vulgaris,1.51,0.02,,
38932,LP190910,LPSJR431,9/10/2019 18:15,0,25,Rotifera,Synchaeta spp.,1.22,0.01,,
38932,LP190910,LPSJR431,9/10/2019 18:15,0,25,Rotifera,Trichocerca rousseleti,0.19,0,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Rotifera,Ascomorpha ecaudis,0.17,0,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Cladocera,Bosmina longirostris,1.2,0.3,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Copepoda,Calanoid copepodid,4.46,4.73,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Rotifera,Collotheca spp.,0.51,0.01,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Copepoda,Cyclopoid copepodid,5.49,6.5,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Cladocera,Daphnia galeata,5.32,47.8,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Cladocera,Daphnia pulex,0.51,16.2,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Cladocera,Daphnia retrocurva,3.78,58.92,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Cladocera,Daphnia spp.,0.51,2.29,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Copepoda,Diacyclops thomasi,0.17,0.21,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Copepoda,Leptodiaptomus siciloides,0.51,1.23,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Copepoda,nauplii larvae,13.04,1.18,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Rotifera,Polyarthra vulgaris,0.51,0.02,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Copepoda,Skistodiaptomus pallidus,0.17,0.78,,
38931,LP190910,LPSJR193,9/10/2019 16:45,0,30,Copepoda,Tropocyclops prasinus,0.34,0.28,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Rotifera,Ascomorpha ecaudis,0.44,0.01,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Cladocera,Bosmina longirostris,0.44,0.16,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Copepoda,Calanoid copepodid,0.56,1.54,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Rotifera,Collotheca spp.,0.13,0,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Copepoda,Cyclopoid copepodid,2.88,3.15,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Cladocera,Daphnia galeata,0.44,6.43,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Cladocera,Daphnia retrocurva,0.25,1.62,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Cladocera,Daphnia spp.,0.06,0.05,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Cladocera,Diaphanosoma brachyurum,0.13,0.12,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Copepoda,Leptodiaptomus siciloides,0.06,0.14,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Copepoda,Mesocyclops edax,0.06,0.16,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Copepoda,nauplii larvae,8.88,0.47,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Rotifera,Polyarthra vulgaris,1.13,0.02,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Bivalvia,Quagga veliger,0.81,0.01,,
38930,LP190910,LPCR0905,9/10/2019 14:30,0,30,Copepoda,Tropocyclops prasinus,0.38,0.29,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Cladocera,Bosmina longirostris,0.7,0.46,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Copepoda,Calanoid copepodid,0.13,0.6,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Rotifera,Collotheca spp.,0.02,0,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Copepoda,Cyclopoid copepodid,0.55,0.76,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Cladocera,Daphnia galeata,0.02,0.14,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Cladocera,Daphnia lumholtzi,0.04,0.1,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Cladocera,Daphnia spp.,0.07,0.5,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Cladocera,Diaphanosoma brachyurum,0.51,0.99,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Copepoda,Leptodiaptomus siciloides,0.09,0.22,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Copepoda,Mesocyclops edax,0.13,0.29,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Copepoda,nauplii larvae,1.19,0.1,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Rotifera,Polyarthra vulgaris,0.02,0,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Bivalvia,Quagga veliger,0.93,0.01,,
38928,LP190910,LPCR0453,9/10/2019 11:00,0,30,Copepoda,Tropocyclops prasinus,0.04,0.04,,
38929,LP190910,LPCR0453,9/10/2019 11:00,30,60,Copepoda,Aglaodiaptomus clavipes,0,0.08,Specimens degraded. Low abundance. Unable to meet tally.,D
38929,LP190910,LPCR0453,9/10/2019 11:00,30,60,Cladocera,Bosmina longirostris,0,0.01,Specimens degraded. Low abundance. Unable to meet tally.,D
38929,LP190910,LPCR0453,9/10/2019 11:00,30,60,Copepoda,Cyclopoid copepodid,0.01,0,Specimens degraded. Low abundance. Unable to meet tally.,D
38929,LP190910,LPCR0453,9/10/2019 11:00,30,60,Copepoda,Leptodiaptomus ashlandi,0.01,0.01,Specimens degraded. Low abundance. Unable to meet tally.,D
38929,LP190910,LPCR0453,9/10/2019 11:00,30,60,Copepoda,Leptodiaptomus siciloides,0,0.01,Specimens degraded. Low abundance. Unable to meet tally.,D
38929,LP190910,LPCR0453,9/10/2019 11:00,30,60,Copepoda,Mesocyclops edax,0,0.01,Specimens degraded. Low abundance. Unable to meet tally.,D
38929,LP190910,LPCR0453,9/10/2019 11:00,30,60,Rotifera,Monostyla stenroosi,0,0,Specimens degraded. Low abundance. Unable to meet tally.,D
38926,LP190910,LPCR0024,9/9/2019 17:45,0,30,Copepoda,Aglaodiaptomus clavipes,0.19,5.06,,
38926,LP190910,LPCR0024,9/9/2019 17:45,0,30,Cladocera,Bosmina longirostris,0.19,0.13,,
38926,LP190910,LPCR0024,9/9/2019 17:45,0,30,Copepoda,Calanoid copepodid,2.83,6.13,,
38926,LP190910,LPCR0024,9/9/2019 17:45,0,30,Copepoda,Cyclopoid copepodid,0.75,1.3,,
38926,LP190910,LPCR0024,9/9/2019 17:45,0,30,Cladocera,Daphnia galeata,0.57,4.42,,
38926,LP190910,LPCR0024,9/9/2019 17:45,0,30,Cladocera,Daphnia pulex,1.7,89.56,,
38926,LP190910,LPCR0024,9/9/2019 17:45,0,30,Cladocera,Diaphanosoma brachyurum,0.38,0.7,,
38926,LP190910,LPCR0024,9/9/2019 17:45,0,30,Copepoda,Leptodiaptomus ashlandi,1.32,1.9,,
38926,LP190910,LPCR0024,9/9/2019 17:45,0,30,Copepoda,Leptodiaptomus siciloides,0.28,0.54,,
38926,LP190910,LPCR0024,9/9/2019 17:45,0,30,Copepoda,Mesocyclops edax,0.47,4.15,,
38926,LP190910,LPCR0024,9/9/2019 17:45,0,30,Copepoda,nauplii larvae,3.68,0.21,,
38926,LP190910,LPCR0024,9/9/2019 17:45,0,30,Bivalvia,Quagga veliger,7.64,0.18,,
38927,LP190910,LPCR0024,9/9/2019 17:45,30,60,Copepoda,Aglaodiaptomus clavipes,0.01,0.2,Specimens degraded. Poor preservation. Low abundance. Unable to meet tally.,D
